SiO2,Al2O3,Fe2O3,CaO,Na2O,K2O,MgO,SO3,mid,pii_tid,label,total
21.46,5.25,2.9,61.1,0.77,0.0,2.08,2.51,S0950061817324509_0_1_1_0,S0950061817324509_0,[],96.07
20.11,5.16,3.14,65.49,0.13,0.59,0.8,3.22,S0950061817324583_0_2_1_0,S0950061817324583_0,[],98.64
35.35,14.0,0.36,41.41,0.0,0.0,7.45,0.1,S0950061817324583_0_2_2_0,S0950061817324583_0,[],98.67
48.0,27.0,9.0,3.3,1.2,3.8,2.0,0.6,S0950061817324583_0_2_3_0,S0950061817324583_0,[],94.9
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0950061817324601_3_2_2_0,S0950061817324601_3,[],0.0
37.21,11.56,1.01,36.75,0.61,0.7,8.52,0.97,S0950061817324650_0_1_1_0,S0950061817324650_0,[],97.33
88.5,1.4,2.1,1.5,0.0,0.75,2.0,0.0,S0950061817324650_0_2_1_0,S0950061817324650_0,[],96.25
99.5,0.001,0.001,0.0,0.0,0.0,0.0,0.0,S0950061817324650_0_3_1_0,S0950061817324650_0,[],99.502
21.45,5.24,2.89,61.13,0.77,0.0,2.08,2.05,S0950061817324662_0_1_1_0,S0950061817324662_0,[],95.61
24.4,3.8,3.1,63.8,0.08,0.79,4.4,1.5,S0950061817324674_3_1_1_0,S0950061817324674_3,[],101.87
86.2,1.4,0.2,3.1,0.0,0.0,1.3,0.3,S0950061817324674_3_1_2_0,S0950061817324674_3,[],92.5
19.5,5.1,2.92,61.8,0.3,1.11,2.5,0.0,S0950061817324728_0_1_1_0_PC,S0950061817324728_0,[],93.23
74.8,2.0,0.4,13.6,7.2,0.6,1.3,0.0,S0950061817324728_0_1_3_0_RGP,S0950061817324728_0,[],99.9
17.07,4.16,2.7,61.45,0.14,0.58,1.48,2.36,S0950061817324741_0_1_1_0,S0950061817324741_0,[],89.94
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,S0950061817324741_3_1_6_0_SIKA VISCOCRETE TEMPO 12,S0950061817324741_3,[],1.0
71.1,16.5,0.27,8.61,0.04,0.04,1.23,0.0,S0950061817324789_0_1_1_0_TLWG,S0950061817324789_0,[],97.79
53.7,37.88,0.88,0.2,0.04,0.34,0.0,0.0,S0950061817324789_0_1_2_0_Kaolinite,S0950061817324789_0,[],93.04000000000002
51.8,43.0,1.3,0.25,0.04,0.32,0.0,0.0,S0950061817324789_0_1_3_0_MK,S0950061817324789_0,[1],96.71
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0950061817324790_9_2_1_0,S0950061817324790_9,[],0.0
20.4,4.56,3.4,64.12,0.32,0.7,1.93,2.3,S0950061817324832_0_1_1_0_OPC,S0950061817324832_0,[],97.73
0.0,0.0,0.0,46.6,1.1,0.0,0.0,0.0,S0950061817324844_0_4_1_0_OPC,S0950061817324844_0,[],47.7
66.24,22.15,0.0,3.2,0.0,2.05,1.87,0.0,S0950061817324856_1_1_1_0,S0950061817324856_1,[],95.51
89.88,8.11,0.0,0.52,0.0,0.47,0.0,0.0,S0950061817324856_1_2_1_0,S0950061817324856_1,[],98.98
18.2,1.02,0.0,77.02,0.0,0.0,3.56,0.0,S0950061817324856_1_3_1_0,S0950061817324856_1,[],99.8
19.92,4.09,0.0,66.01,0.24,0.92,1.14,3.51,S0950061817324856_1_4_1_0,S0950061817324856_1,[],95.83
20.87,4.87,3.59,64.47,0.11,0.65,2.13,2.52,S0950061817324868_0_1_2_0,S0950061817324868_0,[],99.21
88.66,5.71,0.4,0.25,1.34,2.47,0.07,0.0,S0950061817324911_0_2_1_0,S0950061817324911_0,[],98.9
97.33,0.32,1.12,0.01,0.0,0.06,0.04,0.0,S0950061817324911_0_2_2_0,S0950061817324911_0,[],98.88
0.19,0.12,97.52,0.07,0.44,0.0,0.04,0.0,S0950061817324911_0_2_3_0,S0950061817324911_0,[],98.38
2.14,0.48,0.76,1.49,0.45,0.0,0.39,0.0,S0950061817324911_0_2_4_0,S0950061817324911_0,[],5.71
5.6,1.2,0.8,12.4,0.4,0.2,0.7,0.0,S0950061817324911_3_2_10_0_Ord. Concrete,S0950061817324911_3,[],21.3
60.9,4.6,2.1,19.3,0.4,0.9,1.2,1.3,S0950061817324911_3_2_1_0_REF-18,S0950061817324911_3,[],90.7
67.6,4.6,1.3,16.4,0.5,1.1,1.0,1.1,S0950061817324911_3_2_2_0_REF-24,S0950061817324911_3,[],93.59999999999997
74.5,4.3,1.0,11.3,0.6,1.2,0.8,0.7,S0950061817324911_3_2_3_0_REF-36,S0950061817324911_3,[],94.4
23.6,3.9,48.7,14.8,0.4,0.3,1.4,0.9,S0950061817324911_3_2_4_0_GFW-18,S0950061817324911_3,[],94.0
18.8,3.1,58.9,12.0,0.5,0.3,1.2,0.7,S0950061817324911_3_2_5_0_GFW-24,S0950061817324911_3,[],95.5
12.9,2.2,72.1,7.5,0.6,0.2,0.8,0.5,S0950061817324911_3_2_6_0_GFW-36,S0950061817324911_3,[],96.79999999999998
17.0,2.4,1.5,15.7,0.4,0.3,1.0,0.0,S0950061817324911_3_2_7_0_BAR-18,S0950061817324911_3,[],38.29999999999999
12.3,1.8,1.3,11.6,0.5,0.2,0.9,0.0,S0950061817324911_3_2_8_0_BAR-24,S0950061817324911_3,[],28.6
8.4,1.2,1.0,8.1,0.5,0.1,0.6,0.0,S0950061817324911_3_2_9_0_BAR-36,S0950061817324911_3,[],19.9
5.8,37.5,3.1,41.0,0.04,0.22,0.73,9.7,S0950061817324947_0_1_1_0_CSA1,S0950061817324947_0,[],98.09000000000002
8.6,35.2,2.2,42.9,0.05,0.19,1.3,7.8,S0950061817324947_0_2_1_0_CSA2,S0950061817324947_0,[],98.24
1.4,0.12,0.04,44.8,0.04,0.05,3.0,50.1,S0950061817324947_0_3_1_0_Anhydrite,S0950061817324947_0,[],99.55
2.55,9.42,0.0,0.0,69.5,0.0,16.65,0.0,S0950061817324947_0_5_1_0_CSA1,S0950061817324947_0,[],98.12
2.38,6.69,0.0,0.0,65.6,0.0,24.68,0.0,S0950061817324947_0_6_1_0_CSA2,S0950061817324947_0,[],99.35
21.45,5.24,2.8,61.13,0.77,0.0,2.08,2.5,S0950061817324996_0_1_1_0,S0950061817324996_0,[],95.97
55.57,21.47,6.8,5.12,3.42,1.22,2.97,0.0,S0950061817325072_0_1_1_0_Original CFA,S0950061817325072_0,[0],96.57
42.13,20.61,6.57,5.43,12.71,0.34,2.67,0.0,S0950061817325072_0_2_1_0_Activated CFA,S0950061817325072_0,[0],90.46000000000002
21.0,5.9,3.4,64.7,0.0,0.0,0.0,0.0,S0950061817325114_0_1_1_0_OPC,S0950061817325114_0,[],95.0
64.17,3.73,6.33,5.8,0.0,0.0,0.0,0.0,S0950061817325114_0_1_3_0_POFA,S0950061817325114_0,[0],80.03
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0950061817325114_4_11_2_0,S0950061817325114_4,[],0.0
0.0,0.25,0.0,0.75,0.0,0.0,0.0,0.0,S0950061817325114_4_12_0_0,S0950061817325114_4,[],1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0950061817325114_4_12_2_0,S0950061817325114_4,[],0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0950061817325114_4_13_2_0,S0950061817325114_4,[],0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0950061817325114_4_14_0_0,S0950061817325114_4,[],0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0950061817325114_4_14_2_0,S0950061817325114_4,[],0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0950061817325114_4_15_2_0,S0950061817325114_4,[],0.0
0.0,0.25,0.0,0.75,0.0,0.0,0.0,0.0,S0950061817325114_4_16_0_0,S0950061817325114_4,[],1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0950061817325114_4_16_2_0,S0950061817325114_4,[],0.0
0.22222,0.0,0.0,0.33333,0.0,0.0,0.0,0.0,S0950061817325114_4_6_0_0,S0950061817325114_4,[],0.55555
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0950061817325114_4_7_2_0,S0950061817325114_4,[],0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0950061817325114_4_8_2_0,S0950061817325114_4,[],0.0
25.0,5.9,3.5,58.6,0.0,0.0,0.0,0.0,S0950061817325114_5_10_1_0_POCP10,S0950061817325114_5,[],93.0
28.9,5.9,3.7,52.4,0.0,0.0,0.0,0.0,S0950061817325114_5_11_1_0_POCP20,S0950061817325114_5,[],90.9
32.8,5.9,3.8,46.3,0.0,0.0,0.0,0.0,S0950061817325114_5_12_1_0_POCP30,S0950061817325114_5,[],88.79999999999998
21.0,5.9,3.4,64.7,0.0,0.0,0.0,0.0,S0950061817325114_5_2_1_0_NAC,S0950061817325114_5,[],95.0
21.0,5.9,3.4,64.7,0.0,0.0,0.0,0.0,S0950061817325114_5_3_1_0_RAC,S0950061817325114_5,[],95.0
28.0,5.4,3.1,58.3,0.0,0.0,0.0,0.0,S0950061817325114_5_4_1_0_RHA10,S0950061817325114_5,[],94.8
35.0,4.8,2.8,51.9,0.0,0.0,0.0,0.0,S0950061817325114_5_5_1_0_RHA20,S0950061817325114_5,[],94.5
42.0,4.2,2.5,45.4,0.0,0.0,0.0,0.0,S0950061817325114_5_6_1_0_RHA30,S0950061817325114_5,[],94.1
25.3,5.7,3.7,58.8,0.0,0.0,0.0,0.0,S0950061817325114_5_7_1_0_POFA10,S0950061817325114_5,[0],93.5
29.6,5.5,4.0,52.9,0.0,0.0,0.0,0.0,S0950061817325114_5_8_1_0_POFA20,S0950061817325114_5,[0],92.0
34.0,5.3,4.3,47.0,0.0,0.0,0.0,0.0,S0950061817325114_5_9_1_0_POFA30,S0950061817325114_5,[0],90.6
22.0,2.78,2.42,65.0,0.0,0.17,0.76,2.2,S0950061817325126_0_1_1_0_Portland Cement (%),S0950061817325126_0,[],95.33
95.0,0.0,0.0,0.3,0.0,0.0,0.0,0.06,S0950061817325126_0_1_2_0_Gray silica fume (%),S0950061817325126_0,[3],95.36
24.55,10.48,2.16,51.16,0.0,0.0,6.01,2.78,S0950061817325163_0_1_1_0_Cement,S0950061817325163_0,[],97.14
47.66,20.81,9.84,11.51,0.0,1.65,1.51,0.0,S0950061817325163_0_2_1_0_FA,S0950061817325163_0,[0],92.98000000000002
36.38,17.6,0.889,28.18,0.0,0.0,14.19,0.0,S0950061817325163_0_3_1_0_SG,S0950061817325163_0,[],97.239
98.02,0.416,0.088,0.289,0.0,0.0,0.414,0.31,S0950061817325163_0_4_1_0_SF,S0950061817325163_0,[3],99.537
20.1,5.31,2.86,64.2,0.02,0.1,2.65,2.14,S0950061817325217_0_1_1_0_OPC,S0950061817325217_0,[],97.38
35.2,13.6,4.03,28.1,8.89,1.14,3.73,0.53,S0950061817325217_0_2_1_0_AAC,S0950061817325217_0,[],95.22
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0950061817325278_0_1_2_0_SM490,S0950061817325278_0,[],0.0
20.6,5.03,4.38,64.11,0.57,0.0,1.46,2.24,S0950061817325308_1_1_1_0,S0950061817325308_1,[],98.39
33.82,15.11,0.28,43.64,0.26,0.25,5.67,0.0,S0950061817325333_0_3_3_0_BFS30P,S0950061817325333_0,[2],99.03
34.67,14.46,0.34,43.13,0.25,0.25,5.5,0.0,S0950061817325333_0_4_3_0_BFS40P,S0950061817325333_0,[2],98.6
34.3,14.36,0.28,43.5,0.26,0.22,5.86,0.0,S0950061817325333_0_5_3_0_BFS60P,S0950061817325333_0,[2],98.78
20.3,3.78,3.07,71.94,0.0,1.68,0.0,0.0,S0950061817325357_0_1_1_0_Cement,S0950061817325357_0,[],100.77
50.44,33.3,3.46,8.18,0.0,1.58,0.0,0.0,S0950061817325357_0_2_1_0_FA,S0950061817325357_0,[0],96.96
77.4,11.91,0.84,1.07,3.7,4.8,0.0,0.0,S0950061817325357_0_3_1_0_EP,S0950061817325357_0,[],99.72
22.63,3.47,3.29,62.57,1.07,0.42,0.78,0.0,S0950061817325369_0_1_1_0_Cement,S0950061817325369_0,[],94.23
94.05,3.04,1.61,0.31,1.13,0.92,1.11,0.0,S0950061817325369_0_2_1_0_SF,S0950061817325369_0,[3],102.17
58.4,16.87,10.32,7.46,4.39,0.68,2.43,0.0,S0950061817325369_0_3_1_0_NA,S0950061817325369_0,[],100.55
62.56,12.52,5.82,12.01,2.69,1.3,1.83,0.0,S0950061817325369_0_4_1_0_RCA,S0950061817325369_0,[],98.73
19.9,4.6,3.0,64.6,0.06,0.65,0.78,2.37,S0950061817325412_1_1_2_0_Ordinary portland cement,S0950061817325412_1,[],95.96
20.47,4.41,3.48,61.43,0.14,0.55,2.49,3.33,S0950061817325552_0_2_0_0,S0950061817325552_0,[],96.29999999999998
21.4,4.95,3.91,63.5,0.4,0.55,0.0,1.3,S0950061817325618_0_2_1_0,S0950061817325618_0,[],96.01
22.82,7.59,3.2,56.04,0.13,0.55,2.72,2.73,S0950061817325643_0_1_1_0,S0950061817325643_0,[],95.78
47.0,24.23,4.18,11.0,0.59,1.84,1.1,1.59,S0950061817325643_0_1_2_0,S0950061817325643_0,[],91.53
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0950061817325667_2_2_1_0,S0950061817325667_2,[],0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0950061817325667_2_3_1_0,S0950061817325667_2,[],0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0950061817325667_2_4_1_0,S0950061817325667_2,[],0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0950061817325667_2_7_1_0,S0950061817325667_2,[],0.0
0.0,0.25,0.0,0.75,0.0,0.0,0.0,0.0,S0950061817325667_2_8_1_0,S0950061817325667_2,[],1.0
0.0,0.25,0.0,0.75,0.0,0.0,0.0,0.0,S0950061817325667_2_9_1_0,S0950061817325667_2,[],1.0
41.46,31.47,7.65,0.15,0.69,0.51,0.65,0.0,S0950061817325679_0_1_1_0_BO1,S0950061817325679_0,[],82.58000000000003
0.3,0.19,0.19,74.73,0.57,0.0,0.0,0.11,S0950061817325679_0_1_2_0_OSA,S0950061817325679_0,[],76.09
59.5,28.9,0.0,0.0,0.1,0.0,0.0,0.0,S0950061817325680_0_7_12_0_F10,S0950061817325680_0,[],88.5
20.4,5.6,2.5,62.1,0.0,0.7,1.7,3.5,S0950061817325709_0_1_1_0_CEM I,S0950061817325709_0,[],96.5
34.9,11.6,0.5,41.8,0.0,0.5,5.8,3.1,S0950061817325709_0_1_2_0_Slag,S0950061817325709_0,[2],98.2
2.0,0.8,0.3,53.1,0.0,0.1,0.6,0.0,S0950061817325709_0_1_3_0_Limestone,S0950061817325709_0,[],56.900000000000006
2.0,0.6,0.2,38.3,0.0,0.2,1.5,52.2,S0950061817325709_0_1_4_0_Anhydrite,S0950061817325709_0,[],95.0
1.83,0.49,0.26,37.62,0.0,0.13,0.0,48.23,S0950061817325734_1_1_0_0,S0950061817325734_1,[],88.56
24.14,9.53,2.68,49.73,0.0,0.86,3.4,5.67,S0950061817325758_1_1_0_0,S0950061817325758_1,[],96.01
19.3,5.17,3.55,64.6,0.46,1.16,1.05,2.86,S0950061817325801_0_1_1_0_Cement,S0950061817325801_0,[],98.14999999999998
73.8,13.8,1.57,0.88,4.11,4.86,0.16,0.006,S0950061817325801_0_1_2_0_Obsidian (red),S0950061817325801_0,[],99.18599999999998
74.1,13.8,1.43,0.87,4.08,4.88,0.14,0.005,S0950061817325801_0_1_3_0_Obsidian (black),S0950061817325801_0,[],99.305
52.7,18.0,12.6,4.5,0.74,1.87,4.79,1.64,S0950061817325801_0_1_4_0_Fly ash,S0950061817325801_0,[0],96.84
38.6,11.4,0.58,35.3,0.29,1.45,7.92,3.43,S0950061817325801_0_1_5_0_Blast furnace slag,S0950061817325801_0,[2],98.97
19.6,4.8,3.3,61.5,0.0,0.7,3.0,3.5,S0950061817325813_0_1_1_0_PC 42.5,S0950061817325813_0,[],96.4
41.76,22.91,9.23,14.92,0.0,2.05,2.95,1.6,S0950061817325813_0_1_2_0_Fly Ash,S0950061817325813_0,[0],95.42
0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,S0950061817325813_1_2_1_0_Limestone Powder,S0950061817325813_1,[],0.1
20.25,4.31,3.85,62.8,2.08,0.35,0.0,0.0,S0950061817325837_2_1_1_0_Quikrete Type I/II,S0950061817325837_2,[],93.64
20.3,3.9,4.41,62.6,0.22,0.33,0.0,0.0,S0950061817325837_2_2_1_0_CPO 30R RS BRA,S0950061817325837_2,[],91.76
13.4,4.91,11.7,59.2,0.0,0.0,0.0,0.0,S0950061817325837_2_5_1_0_Quikrete Type I/II,S0950061817325837_2,[],89.21000000000001
0.0,4.64,3.46,61.8,0.0,0.0,5.31,3.15,S0950061817325862_1_1_1_0,S0950061817325862_1,[],78.36
0.0,0.76,2.44,1.0,0.0,0.0,0.65,0.12,S0950061817325862_1_2_1_0,S0950061817325862_1,[],4.970000000000001
23.14,6.58,2.89,55.3,0.21,0.7,1.52,2.56,S0950061817325898_1_1_0_0,S0950061817325898_1,[],92.9
0.0,1.0,0.9,0.3,1.3,0.0,0.7,0.0,S0950061817325898_2_1_1_0,S0950061817325898_2,[],4.2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0950061817325953_0_0_6_0,S0950061817325953_0,[],0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0950061817325953_0_0_7_0,S0950061817325953_0,[],0.0
20.52,7.63,2.6,60.14,0.23,0.61,2.59,2.53,S0950061817325990_1_1_1_0,S0950061817325990_1,[],96.85
8.23,1.82,1.11,30.74,3.8,0.36,0.49,2.48,S0950061817326016_1_2_1_0_DSWS,S0950061817326016_1,[],49.03
56.91,14.65,6.22,5.19,0.84,1.94,2.45,0.01,S0950061817326016_1_2_2_0_Clay,S0950061817326016_1,[],88.21000000000001
1.97,0.68,0.23,53.24,0.09,0.05,1.07,0.01,S0950061817326016_1_2_3_0_Limestone,S0950061817326016_1,[],57.34
23.09,3.92,55.42,1.25,0.2,0.18,1.07,0.24,S0950061817326016_1_2_4_0_Iron Ore,S0950061817326016_1,[],85.37
20.4,4.9,3.9,63.0,0.0,0.0,1.7,2.0,S0950061817326041_1_1_1_0,S0950061817326041_1,[],95.9
2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,S0950061817326041_5_6_1_0_A1S2G0.7,S0950061817326041_5,[],3.0
1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,S0950061817326041_5_8_1_0_A1S1.5G0.7,S0950061817326041_5,[],2.5
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,S0950061817326041_5_9_1_0_A1S1G0.7,S0950061817326041_5,[],2.0
33.4,16.9,0.0,33.3,2.0,0.16,7.0,2.35,S0950061817326077_0_1_1_0_Slag,S0950061817326077_0,[2],95.11
21.9,4.81,0.0,65.1,0.65,0.0,0.0,0.51,S0950061817326077_0_2_1_0_Cement,S0950061817326077_0,[],92.97
0.0,4.64,3.46,61.8,0.0,0.0,5.31,3.15,S0950061817326089_1_1_1_0,S0950061817326089_1,[],78.36
0.0,0.76,2.44,1.0,0.0,0.0,0.65,0.12,S0950061817326089_1_2_1_0,S0950061817326089_1,[],4.970000000000001
23.53,6.12,3.98,59.87,0.31,0.51,2.13,1.6,S0950061817326119_1_2_1_0,S0950061817326119_1,[],98.05
3.17,0.17,0.53,1.65,0.0,0.0,94.87,0.0,S0950061817326193_0_1_2_0,S0950061817326193_0,[],100.39
21.2,5.15,3.61,63.91,0.14,0.31,0.7,0.0,S0950061817326211_0_2_1_0_A,S0950061817326211_0,[],95.02
20.1,5.6,2.0,64.4,0.08,0.47,0.9,0.0,S0950061817326211_0_2_2_0_B,S0950061817326211_0,[],93.55
38.59,8.09,0.51,38.11,0.3,0.38,10.83,0.0,S0950061817326211_0_2_3_0_S1,S0950061817326211_0,[],96.81
35.67,10.82,0.54,41.93,0.2,0.37,7.9,0.0,S0950061817326211_0_2_4_0_S2,S0950061817326211_0,[],97.43000000000002
35.44,14.25,0.45,41.06,0.2,0.3,5.25,0.0,S0950061817326211_0_2_5_0_S3,S0950061817326211_0,[],96.95
32.86,16.29,0.36,37.98,0.37,0.44,8.88,0.0,S0950061817326211_0_2_6_0_S4,S0950061817326211_0,[],97.18
38.61,7.73,0.58,39.52,0.33,0.26,10.4,0.0,S0950061817326211_0_2_7_0_S5,S0950061817326211_0,[],97.43
21.5,4.89,3.97,65.92,0.1,0.69,1.59,0.73,S0950061817326235_1_1_1_0,S0950061817326235_1,[],99.39
3.37,0.82,0.32,32.19,0.0,0.15,4.2,37.52,S0950061817326235_1_2_1_0,S0950061817326235_1,[],78.57
19.03,4.54,3.07,58.75,0.11,0.64,1.6,4.03,S0950061817326235_2_10_1_0_9,S0950061817326235_2,[],91.77
21.5,4.89,3.97,65.92,0.1,0.69,1.59,0.73,S0950061817326235_2_1_1_0_0 (Clinker),S0950061817326235_2,[],99.39
19.86,4.96,3.41,63.97,0.1,0.57,1.53,1.53,S0950061817326235_2_2_1_0_2,S0950061817326235_2,[],95.93
20.06,4.63,3.28,63.94,0.11,0.58,1.54,2.04,S0950061817326235_2_3_1_0_3,S0950061817326235_2,[],96.18
19.96,4.76,2.96,61.37,0.11,0.59,1.54,2.52,S0950061817326235_2_4_1_0_4,S0950061817326235_2,[],93.81
19.95,4.72,2.98,61.86,0.12,0.6,1.55,2.78,S0950061817326235_2_5_1_0_5,S0950061817326235_2,[],94.56
19.86,4.71,3.13,59.42,0.12,0.61,1.56,3.02,S0950061817326235_2_6_1_0_5.5,S0950061817326235_2,[],92.43
19.46,4.73,3.18,60.47,0.11,0.61,1.57,3.22,S0950061817326235_2_7_1_0_6,S0950061817326235_2,[],93.35
19.19,4.79,3.27,59.0,0.12,0.62,1.58,3.48,S0950061817326235_2_8_1_0_7,S0950061817326235_2,[],92.05
19.31,4.74,3.25,58.7,0.11,0.63,1.61,3.78,S0950061817326235_2_9_1_0_8,S0950061817326235_2,[],92.13
21.75,5.1,4.0,64.0,0.55,0.55,0.0,0.0,S0950061817326363_1_2_1_0,S0950061817326363_1,[],95.95
93.0,1.7,1.2,0.3,0.6,1.1,0.0,0.0,S0950061817326363_1_2_3_0,S0950061817326363_1,[],97.9
24.55,7.77,3.62,54.59,0.31,1.5,2.68,2.24,S0950061817326387_1_1_1_0_Cement,S0950061817326387_1,[],97.26
36.51,15.65,1.08,32.93,0.81,1.11,8.02,0.07,S0950061817326387_1_1_2_0_Slag,S0950061817326387_1,[2],96.17999999999998
30.26,6.64,2.54,46.47,0.7,1.63,2.42,2.25,S0950061817326387_1_1_3_0_DCP,S0950061817326387_1,[],92.91
22.07,3.75,4.69,63.35,0.32,0.71,1.08,2.09,S0950061817326454_0_1_1_0_OPC,S0950061817326454_0,[],98.06
4.54,0.29,1.41,29.05,0.08,0.08,24.73,0.76,S0950061817326454_0_1_3_0_BA,S0950061817326454_0,[],60.93999999999999
7.45,0.62,0.47,42.29,3.57,0.18,5.44,0.1,S0950061817326454_0_1_4_0_KG,S0950061817326454_0,[],60.12
21.96,2.98,0.76,39.4,0.9,0.67,0.67,0.0,S0950061817326454_0_1_5_0_KS,S0950061817326454_0,[],67.34
43.141,14.483,12.537,0.92,0.0,4.396,21.456,0.0,S0950061817326478_1_1_1_0,S0950061817326478_1,[],96.933
23.27,0.0,2.45,62.85,0.21,0.48,1.42,2.57,S0950061818300011_0_2_2_0,S0950061818300011_0,[],93.25
55.0,7.5,27.5,6.05,0.0,0.0,1.3,0.0,S0950061818300060_1_1_1_0,S0950061818300060_1,[],97.35
18.5,4.5,5.0,65.7,0.0,0.0,1.3,0.0,S0950061818300072_1_1_1_0,S0950061818300072_1,[],95.0
0.23,0.6,0.39,2.0,0.0,0.0,0.27,0.0,S0950061818300072_1_1_3_0,S0950061818300072_1,[],3.49
19.42,4.81,2.77,63.45,0.17,0.35,1.3,1.93,S0950061818300096_1_1_1_0,S0950061818300096_1,[],94.2
96.0,0.3,0.3,0.2,0.05,0.6,0.4,0.2,S0950061818300096_1_2_1_0,S0950061818300096_1,[],98.05
21.71,5.06,4.33,64.65,0.2,0.54,0.94,1.07,S0950061818300126_0_1_1_0,S0950061818300126_0,[],98.5
20.52,5.64,3.8,64.35,0.19,0.36,2.11,2.1,S0950061818300138_0_1_1_0_Type I cement,S0950061818300138_0,[],99.07
21.019,4.993,4.08,63.01,0.513,0.215,0.891,2.917,S095006181830014X_0_2_1_0,S095006181830014X_0,[],97.63800000000002
95.996,0.795,0.086,0.652,0.439,0.022,0.091,0.022,S095006181830014X_0_2_2_0,S095006181830014X_0,[],98.103
95.35,0.133,0.031,0.422,3.01,0.122,0.107,0.092,S095006181830014X_0_2_3_0,S095006181830014X_0,[],99.267
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0950061818300205_1_2_1_0_S30408,S0950061818300205_1,[],0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0950061818300205_1_2_2_0_S31608,S0950061818300205_1,[],0.0
18.5,4.5,3.3,65.8,0.0,1.1,3.4,2.2,S0950061818300230_0_2_1_0_Cement,S0950061818300230_0,[],98.8
30.6,13.8,0.5,40.4,0.4,0.5,8.0,4.0,S0950061818300230_0_3_1_0_GGBS,S0950061818300230_0,[2],98.20000000000002
19.4,3.4,3.5,67.0,0.0,0.0,1.0,0.0,S0950061818300242_0_1_1_0_OPC,S0950061818300242_0,[],94.3
32.2,12.3,1.0,46.5,0.0,0.0,4.1,0.0,S0950061818300242_0_1_2_0_GGBS,S0950061818300242_0,[2],96.1
8.2,32.9,1.6,41.3,0.0,0.0,2.8,0.0,S0950061818300242_0_1_3_0_CSA clinker,S0950061818300242_0,[],86.8
1.3,0.0,0.0,96.9,0.0,0.0,1.8,0.0,S0950061818300242_0_1_4_0_LF,S0950061818300242_0,[],100.0
92.1,4.6,1.0,0.4,0.0,0.0,0.5,0.0,S0950061818300242_0_1_5_0_SF,S0950061818300242_0,[3],98.6
18.0,11.0,16.0,34.0,0.0,0.0,6.0,0.0,S095006181830031X_0_1_1_0_Massper./%,S095006181830031X_0,[],85.0
22.0,4.96,3.66,64.07,0.0,0.0,1.92,1.92,S0950061818300357_0_1_1_0_OPC,S0950061818300357_0,[],98.53
32.74,12.67,0.36,41.93,0.44,0.0,5.39,5.07,S0950061818300357_0_2_1_0_BFS,S0950061818300357_0,[2],98.6
12.88,0.07,0.6,1.78,0.0,0.04,84.46,0.09,S0950061818300412_1_1_2_0,S0950061818300412_1,[],99.92
0.0,0.0,0.0,0.0,5.0,5.0,0.0,3.0,S0950061818300436_1_4_3_0,S0950061818300436_1,[],13.0
0.0,0.0,0.0,0.0,1.5,1.5,0.0,5.0,S0950061818300436_1_4_6_0,S0950061818300436_1,[],8.0
0.0,0.0,0.0,0.0,1.5,1.5,0.0,5.0,S0950061818300436_1_4_7_0,S0950061818300436_1,[],8.0
22.74,3.22,3.72,63.1,0.39,0.62,1.56,0.37,S095006181830045X_0_1_1_0_Cement,S095006181830045X_0,[],95.72
90.9,0.29,0.1,0.19,1.1,0.0,0.15,1.16,S095006181830045X_0_1_2_0_NS,S095006181830045X_0,[],93.89
21.36,5.03,3.31,63.18,0.14,0.39,2.89,2.3,S0950061818300503_0_5_2_0_OPC,S0950061818300503_0,[],98.6
56.2,20.17,7.74,5.95,0.35,0.97,1.43,0.01,S0950061818300503_0_5_3_0_FA,S0950061818300503_0,[0],92.82
31.85,14.55,0.59,34.95,4.79,2.07,5.63,2.97,S0950061818300503_0_5_4_0_BFS,S0950061818300503_0,[2],97.4
