SiO2,Al2O3,Fe2O3,CaO,Na2O,K2O,MgO,SO3,mid,pii_tid,label,total
34.84,30.91,220.77,120.47,24.28,116.82,27.88,42.48,S0008884612000713_1_1_7_0_MAC (cm2/g),S0008884612000713_1,[],618.4499999999999
19.3,4.6,2.2,63.9,0.0,1.1,2.4,3.3,S0008884612000749_0_1_1_0_Cement,S0008884612000749_0,[],96.8
96.1,0.0,0.4,1.38,0.79,0.72,0.24,0.0,S0008884612000749_0_2_1_0_Aggregate,S0008884612000749_0,[],99.63
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S000888461200097X_4_1_1_0_Clinker,S000888461200097X_4,[],0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S000888461200097X_4_1_2_0_C3S,S000888461200097X_4,[],0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S000888461200097X_4_1_3_0_C2S,S000888461200097X_4,[],0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S000888461200097X_4_1_4_0_C3A,S000888461200097X_4,[],0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S000888461200097X_4_1_5_0_C4AF,S000888461200097X_4,[],0.0
20.36,4.96,3.17,64.4,0.14,0.64,2.09,2.57,S0008884612001238_0_2_1_0,S0008884612001238_0,[],98.33
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0008884612001251_0_1_1_0,S0008884612001251_0,[],0.0
0.0,0.2,0.0,0.6,0.0,0.0,0.0,0.0,S0008884612001251_0_4_0_0,S0008884612001251_0,[],0.8
55.86,25.4,6.05,1.83,0.24,4.77,0.63,0.11,S0008884612001251_3_2_10_0_2,S0008884612001251_3,[],94.88999999999996
51.59,23.78,6.58,5.02,1.09,3.05,1.49,0.45,S0008884612001251_3_2_11_0_3,S0008884612001251_3,[],93.05
94.75,0.07,0.08,0.34,0.24,0.7,0.28,0.05,S0008884612001251_3_2_12_0,S0008884612001251_3,[],96.51
18.38,3.28,3.59,62.52,0.11,0.48,1.12,3.62,S0008884612001251_3_2_1_0_1 (CEM I 42.5) R/SR,S0008884612001251_3,[],93.10000000000002
21.17,2.69,1.96,66.39,0.3,0.22,0.65,2.43,S0008884612001251_3_2_2_0_2 (CEM I 52.5),S0008884612001251_3,[],95.81000000000002
21.39,3.49,4.16,65.12,0.12,0.3,0.82,2.86,S0008884612001251_3_2_3_0_3 (CEM I 52.5),S0008884612001251_3,[],98.26
19.54,4.98,2.89,62.53,0.3,0.72,0.84,2.97,S0008884612001251_3_2_4_0_4* (CEM I 52.5),S0008884612001251_3,[],94.77
20.83,3.78,4.68,62.65,0.12,0.58,0.79,2.69,S0008884612001251_3_2_5_0_6 (CEM I 52.5),S0008884612001251_3,[],96.12
29.86,8.1,1.28,49.77,0.4,0.56,4.61,2.39,S0008884612001251_3_2_6_0_4** (CEM III/A 42.5 S62),S0008884612001251_3,[],96.97
28.16,8.51,1.69,45.6,0.33,0.42,5.18,1.56,S0008884612001251_3_2_7_0_5 (CEM III/A 42.5 S62),S0008884612001251_3,[],91.45000000000002
31.58,9.27,0.69,44.64,0.41,0.53,6.07,2.17,S0008884612001251_3_2_8_0_4*** (CEM III/C 32.5 S82),S0008884612001251_3,[],95.36
52.76,27.53,5.49,2.02,0.13,2.05,1.37,0.07,S0008884612001251_3_2_9_0_1,S0008884612001251_3,[],91.41999999999996
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0008884612001263_0_15_0_0,S0008884612001263_0,[],0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0008884612001263_0_15_1_0,S0008884612001263_0,[],0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0008884612001263_0_18_0_0,S0008884612001263_0,[],0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0008884612001263_0_18_1_0,S0008884612001263_0,[],0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0008884612001263_0_21_0_0,S0008884612001263_0,[],0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0008884612001263_0_21_1_0,S0008884612001263_0,[],0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0008884612001263_0_22_0_0,S0008884612001263_0,[],0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0008884612001263_0_22_1_0,S0008884612001263_0,[],0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0008884612001263_0_23_0_0,S0008884612001263_0,[],0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0008884612001263_0_25_0_0,S0008884612001263_0,[],0.0
20.42,4.43,2.87,62.44,0.18,0.47,4.09,2.77,S0008884612001263_1_1_1_0,S0008884612001263_1,[],97.67
0.57,0.52,0.11,73.11,0.0,0.0,0.0,0.3,S0008884612001330_0_2_1_0_S-1,S0008884612001330_0,[],74.61
0.2,0.21,0.0,71.55,1.13,0.07,1.33,0.0,S0008884612001330_0_3_1_0_S-2,S0008884612001330_0,[],74.48999999999998
0.24,0.12,0.11,73.3,0.0,0.0,1.85,0.03,S0008884612001330_0_4_1_0_S-3,S0008884612001330_0,[],75.64999999999999
0.19,0.23,0.02,73.31,0.91,0.06,0.46,0.0,S0008884612001330_0_5_1_0_S-4,S0008884612001330_0,[],75.17999999999999
0.0,0.0,0.0,73.39,0.19,0.0,0.92,0.0,S0008884612001330_0_6_1_0_S-5,S0008884612001330_0,[],74.5
0.0,0.0,0.0,74.75,0.0,0.0,0.35,0.0,S0008884612001330_0_7_1_0_S-6,S0008884612001330_0,[],75.1
0.0,0.0,0.0,73.53,0.66,0.06,0.94,0.0,S0008884612001330_0_8_1_0_S-7,S0008884612001330_0,[],75.19
0.5,0.51,0.08,73.41,0.0,0.0,0.0,0.37,S0008884612001330_0_9_1_0_S-8,S0008884612001330_0,[],74.87
58.76,32.76,1.7,1.04,0.0,1.85,1.6,0.0,S0008884612001366_0_2_1_0_B-35 (750degC/5h),S0008884612001366_0,[],97.71
51.78,27.8,6.18,4.59,0.59,2.51,1.52,0.0,S0008884612001366_0_3_1_0_FA,S0008884612001366_0,[0],94.97
0.0,0.25,0.0,0.75,0.0,0.0,0.0,0.0,S0008884612001524_0_1_1_0,S0008884612001524_0,[],1.0
0.0,0.25,0.0,0.75,0.0,0.0,0.0,0.0,S0008884612001524_0_1_2_0,S0008884612001524_0,[],1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0008884612001524_0_2_1_0,S0008884612001524_0,[],0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0008884612001524_0_2_2_0,S0008884612001524_0,[],0.0
22.25,4.43,2.92,64.58,0.23,0.95,1.89,1.76,S000888461200155X_0_1_1_0_Shengwei 42.5,S000888461200155X_0,[],99.01000000000002
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0008884612001585_0_10_0_0_Mn2O3,S0008884612001585_0,[],0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0008884612001585_0_10_9_0_Mn2O3,S0008884612001585_0,[],0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0008884612001585_0_2_7_0_SiO2,S0008884612001585_0,[],0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0008884612001585_0_3_7_0_Al2O3,S0008884612001585_0,[],0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0008884612001585_0_4_7_0_Fe2O3,S0008884612001585_0,[],0.0
59.7,18.4,0.0,0.8,0.0,0.1,0.0,0.0,S000888461200172X_1_1_1_0,S000888461200172X_1,[],78.99999999999999
31.08,13.98,3.09,43.92,0.0,0.0,1.79,0.66,S0008884612001731_0_1_1_0_GBFS 1,S0008884612001731_0,[2],94.52
33.8,13.68,0.4,42.56,0.0,0.0,5.34,0.83,S0008884612001731_0_1_2_0_GBFS 2,S0008884612001731_0,[2],96.61
20.6,4.9,2.9,61.3,0.24,1.16,4.5,3.1,S0008884612001755_0_1_1_0_OPC=CEM I(42.5 R NF),S0008884612001755_0,[],98.69999999999996
27.6,8.6,1.2,50.1,0.45,0.45,5.7,3.15,S0008884612001755_0_2_1_0_GGBS=CEM III/B(42.5N CE PMES NF),S0008884612001755_0,[2],97.25
0.7,0.0,0.0,3.0,0.0,0.0,0.1,0.0,S0008884612001810_0_2_7_0_62.9,S0008884612001810_0,[],3.8
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0008884612001949_0_11_0_0,S0008884612001949_0,[],0.0
0.0,0.25,0.0,0.75,0.0,0.0,0.0,0.0,S0008884612001949_0_12_0_0,S0008884612001949_0,[],1.0
0.0,0.08333,0.0,0.08333,0.0,0.0,0.0,0.0,S0008884612001949_0_4_0_0,S0008884612001949_0,[],0.16666
0.0,0.09524,0.0,0.19048,0.0,0.0,0.0,0.0,S0008884612001949_0_5_0_0,S0008884612001949_0,[],0.28572
0.0,0.1,0.0,0.3,0.0,0.0,0.0,0.0,S0008884612001949_0_6_0_0,S0008884612001949_0,[],0.4
0.0,0.04167,0.0,0.16667,0.0,0.0,0.0,0.0,S0008884612001949_0_7_0_0,S0008884612001949_0,[],0.20834
0.0,0.05556,0.0,0.22222,0.0,0.0,0.0,0.0,S0008884612001949_0_8_0_0,S0008884612001949_0,[],0.27778
22.2,4.63,3.24,61.88,0.28,0.57,3.93,0.0,S0008884612002050_0_1_1_0_Cement,S0008884612002050_0,[],96.73
92.3,1.3,1.0,1.6,0.25,0.79,0.9,0.0,S0008884612002050_0_1_2_0_Silica fume,S0008884612002050_0,[3],98.14
45.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,S0008884612002050_0_1_3_0_Levasil 100/45,S0008884612002050_0,[],45.43
30.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,S0008884612002050_0_1_4_0_Levasil 200/30,S0008884612002050_0,[],30.15
30.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,S0008884612002050_0_1_5_0_Levasil 300/30,S0008884612002050_0,[],30.35
21.01,4.63,2.6,64.18,0.2,0.94,1.82,2.78,S0008884612002074_0_1_1_0_PC,S0008884612002074_0,[],98.16
50.62,46.91,0.38,0.02,0.28,0.18,0.09,0.08,"S0008884612002074_0_1_2_0_""MK""",S0008884612002074_0,[1],98.56
0.04,0.06,0.05,56.53,0.04,0.04,0.1,0.0,"S0008884612002074_0_1_3_0_""LS""",S0008884612002074_0,[],56.86
2.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,S0008884612002074_0_1_5_0_C3S,S0008884612002074_0,[],12.0
15.2,3.9,2.5,6.2,0.5,2.7,1.8,2.3,S0008884612002074_0_1_6_0_62.1%,S0008884612002074_0,[],35.099999999999994
0.0,0.0,0.0,0.0,0.1,1.1,0.0,2.7,S0008884612002098_1_2_2_0_64.7,S0008884612002098_1,[],3.9
21.3,6.42,2.91,63.06,0.56,0.7,0.78,2.4,S0008884612002116_4_1_1_0,S0008884612002116_4,[],98.13
8.84,12.1,33.84,35.83,0.0,5.1,69.07,4.03,S0008884612002116_4_1_3_0,S0008884612002116_4,[],168.80999999999997
61.23,15.21,7.52,0.91,2.98,4.11,3.55,1.98,S0008884612002116_5_2_1_0,S0008884612002116_5,[],97.49
17.9,13.0,7.1,42.1,0.0,0.0,6.1,0.0,S0008884612002128_0_1_1_0_LS,S0008884612002128_0,[],86.19999999999999
52.0,30.5,2.8,4.6,0.0,0.0,2.5,0.0,S0008884612002128_0_2_1_0_FA,S0008884612002128_0,[0],92.4
54.8,40.4,0.8,0.1,0.0,0.0,0.4,0.0,S0008884612002128_0_3_1_0_MK,S0008884612002128_0,[1],96.5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0008884612002128_1_1_2_0_LLSMK 2.0,S0008884612002128_1,[1],0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0008884612002128_1_2_2_0_LLSMK 2.5,S0008884612002128_1,[1],8.9
10.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0008884612002128_1_3_2_0_LLSMK 3.0,S0008884612002128_1,[1],10.8
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0008884612002128_1_4_2_0_LLSFA 2.0,S0008884612002128_1,"[0, 3]",0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0008884612002128_1_5_2_0_LLSFA 2.5,S0008884612002128_1,"[0, 3]",0.0
3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0008884612002128_1_6_2_0_LLSFA 3.0,S0008884612002128_1,"[0, 3]",3.1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0008884612002128_1_7_2_0_HLSFA 2.0,S0008884612002128_1,"[0, 3]",0.0
1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0008884612002128_1_8_2_0_HLSFA 2.5,S0008884612002128_1,"[0, 3]",1.1
3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0008884612002128_1_9_2_0_HLSFA 3.0,S0008884612002128_1,"[0, 3]",3.3
21.01,4.63,2.6,64.18,0.2,0.94,1.82,2.78,S0008884612002141_0_1_1_0,S0008884612002141_0,[],98.16
65.8,16.5,6.6,7.2,0.0,2.2,0.5,1.0,S0008884612002141_0_1_3_0,S0008884612002141_0,[],99.8
60.17,21.91,7.57,1.81,0.81,2.13,1.28,0.17,S0008884612002177_0_1_1_0_Fly ash,S0008884612002177_0,[0],95.85
35.7,11.21,0.42,39.4,0.26,0.48,10.74,0.58,S0008884612002177_0_1_2_0_Slag,S0008884612002177_0,[2],98.79
20.2,4.8,3.4,63.3,0.59,0.59,2.4,3.1,S0008884612002177_0_1_3_0_Cement,S0008884612002177_0,[],98.38
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0008884612002207_1_15_0_0_BF1,S0008884612002207_1,[],0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0008884612002207_1_16_0_0_BW2,S0008884612002207_1,[],0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0008884612002207_1_17_0_0_BF3,S0008884612002207_1,[],0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0008884612002207_1_18_0_0_BW4,S0008884612002207_1,[],0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0008884612002207_1_19_0_0_BF5,S0008884612002207_1,[],0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0008884612002207_1_20_0_0_BF6,S0008884612002207_1,[],0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0008884612002207_1_21_0_0_BW7,S0008884612002207_1,[],0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0008884612002207_1_22_0_0_BF8,S0008884612002207_1,[],0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0008884612002207_1_23_0_0_BW9,S0008884612002207_1,[],0.0
20.5,4.5,2.7,64.8,0.0,0.0,0.0,3.5,S0008884612002219_0_8_1_0_CEM I,S0008884612002219_0,[],96.0
27.4,9.0,3.4,48.9,0.0,0.0,0.0,2.8,S0008884612002219_0_8_2_0_CEM II/BV,S0008884612002219_0,[],91.5
31.2,9.2,1.0,45.7,0.0,0.0,0.0,3.0,S0008884612002219_0_8_3_0_CEM III/C,S0008884612002219_0,[],90.1
20.2,4.8,2.9,66.1,0.0,0.0,1.11,3.5,S0008884612002232_0_2_1_0,S0008884612002232_0,[],98.61
0.05,0.04,2.2,0.24,0.0,0.0,0.0,0.01,S0008884612002232_0_2_3_0,S0008884612002232_0,[],2.54
12.7,4.2,1.7,73.0,0.0,0.0,2.3,6.1,S0008884612002232_0_2_5_0,S0008884612002232_0,[],100.0
20.3,5.2,3.1,63.4,0.2,0.9,2.5,2.4,S0008884612002359_0_2_1_0_CEM I,S0008884612002359_0,[],98.0
29.9,9.4,1.6,47.6,0.1,0.7,4.3,4.5,S0008884612002359_0_3_1_0_CEM III/B,S0008884612002359_0,[],98.1
37.0,12.6,0.5,40.5,0.4,0.6,5.4,2.4,S0008884612002359_0_4_1_0_slag,S0008884612002359_0,[2],99.4
0.0,0.0,0.0,3.7,0.0,0.0,0.0,0.0,S0008884612002384_5_2_2_0_D,S0008884612002384_5,[],3.7
18.1,3.52,3.72,68.63,0.0,0.66,2.36,1.01,S0008884612002396_1_1_1_0_PC clinker,S0008884612002396_1,[],98.0
17.78,3.97,2.21,65.39,0.0,1.53,3.39,4.67,S0008884612002396_1_1_2_0_Clinker A,S0008884612002396_1,[],98.94
16.94,4.89,2.1,64.29,0.0,1.57,3.9,4.88,S0008884612002396_1_1_3_0_Clinker B,S0008884612002396_1,[],98.57
34.84,30.91,220.77,120.47,0.0,116.82,27.88,42.48,S0008884612002396_1_1_4_0_m  m  (cm2/g),S0008884612002396_1,[],594.17
21.9,4.18,4.86,62.2,0.15,0.67,0.95,2.22,S0008884612002591_0_1_1_0,S0008884612002591_0,[],97.13
0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,S0008884613000082_5_0_4_0,S0008884613000082_5,[],0.25
20.3,5.2,3.2,63.4,0.2,0.9,2.5,2.4,S0008884613000094_0_1_2_0_CEM I,S0008884613000094_0,[],98.1
17.9,4.3,5.9,59.8,0.6,0.8,2.4,3.1,S0008884613000094_0_2_2_0_CEM I HS,S0008884613000094_0,[],94.8
23.4,7.5,3.4,51.6,0.3,1.4,1.9,2.6,S0008884613000094_0_3_2_0_CEM II/B,S0008884613000094_0,[],92.1
29.9,9.4,1.6,47.6,0.1,0.7,4.3,4.5,S0008884613000094_0_4_2_0_CEM III/B,S0008884613000094_0,[],98.1
28.8,6.7,2.9,56.7,0.56,1.3,2.0,0.43,S0008884613000112_0_1_1_0,S0008884613000112_0,[],99.39
35.2,11.7,8.4,18.7,2.4,5.8,2.4,4.0,S0008884613000112_0_1_3_0,S0008884613000112_0,[],88.60000000000001
36.0,10.5,0.67,39.8,0.27,0.8,7.93,2.1,S0008884613000148_0_1_0_0,S0008884613000148_0,[],98.07
0.0,0.1,0.0,0.3,0.0,0.0,0.0,0.0,S000888461300015X_3_0_1_0,S000888461300015X_3,[],0.4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S000888461300015X_3_0_4_0,S000888461300015X_3,[],0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0008884613000240_7_1_12_0,S0008884613000240_7,[],0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0008884613000240_7_1_3_0,S0008884613000240_7,[],0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0008884613000240_7_1_4_0,S0008884613000240_7,[],0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0008884613000240_7_1_8_0,S0008884613000240_7,[],0.0
0.0,0.25,0.0,0.75,0.0,0.0,0.0,0.0,S0008884613000458_1_10_0_0,S0008884613000458_1,[],1.0
0.0,0.16667,0.16667,0.66667,0.0,0.0,0.0,0.0,S0008884613000458_1_14_0_0,S0008884613000458_1,[],1.00001
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0008884613000458_1_16_0_0,S0008884613000458_1,[],0.0
0.0,0.25,0.0,0.75,0.0,0.0,0.0,0.0,S0008884613000458_1_18_0_0,S0008884613000458_1,[],1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0008884613000458_1_24_0_0,S0008884613000458_1,[],0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0008884613000458_1_26_0_0,S0008884613000458_1,[],0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0008884613000458_1_28_0_0,S0008884613000458_1,[],0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0008884613000458_1_2_0_0,S0008884613000458_1,[],0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0008884613000458_1_2_1_0,S0008884613000458_1,[],0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0008884613000458_1_32_0_0,S0008884613000458_1,[],0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0008884613000458_1_4_0_0,S0008884613000458_1,[],0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0008884613000458_1_4_1_0,S0008884613000458_1,[],0.0
20.65,4.66,2.93,63.41,0.35,0.74,1.95,3.54,S0008884613000483_1_1_1_0_OPC (C),S0008884613000483_1,[],98.23
40.3,8.5,1.0,37.7,0.6,0.6,7.9,2.4,S0008884613000483_1_1_2_0_Slag (S),S0008884613000483_1,[2],99.0
44.5,24.3,10.4,8.4,2.3,1.9,2.2,1.9,S0008884613000483_1_1_3_0_Fly ash (A),S0008884613000483_1,[0],95.90000000000002
94.1,0.4,0.1,0.9,0.0,0.0,0.0,0.4,S0008884613000483_1_1_4_0_Silica fume (SF),S0008884613000483_1,[3],95.9
0.1,0.0,0.0,55.3,0.0,0.0,0.5,0.1,S0008884613000483_1_1_5_0_Limestone (L),S0008884613000483_1,[],56.0
19.7,4.9,2.4,62.2,1.3,0.0,3.1,3.4,S0008884613000586_1_0_1_0,S0008884613000586_1,[],97.0
21.3,3.78,0.0,63.83,0.0,0.0,1.77,2.88,S0008884613000598_0_1_1_0,S0008884613000598_0,[],93.56
20.68,4.83,3.17,63.95,0.08,0.54,2.53,2.8,S0008884613000628_1_1_1_0_PC,S0008884613000628_1,[],98.58
51.0,27.4,4.6,3.4,0.2,1.0,1.4,0.7,S0008884613000628_1_1_2_0_FA,S0008884613000628_1,[0],89.70000000000002
34.33,12.6,0.6,41.64,0.25,0.47,8.31,0.0,S0008884613000628_1_1_3_0_GGBS,S0008884613000628_1,[2],98.2
20.2,4.5,2.6,63.8,0.0,0.95,2.3,3.5,S000888461300063X_0_1_0_0,S000888461300063X_0,[],97.85
13.7,2.27,2.69,56.19,4.48,6.11,0.0,10.09,S0008884613000677_0_1_1_0,S0008884613000677_0,[],95.53
21.0,5.2,2.6,64.6,0.3,0.6,2.1,2.5,S0008884613000707_0_1_1_0,S0008884613000707_0,[],98.89999999999998
34.5,13.8,1.0,42.1,0.2,0.5,7.3,0.0,S0008884613000707_0_1_2_0,S0008884613000707_0,[],99.4
5.04,51.1,1.98,36.8,0.11,0.42,0.48,0.02,S0008884613000707_0_1_3_0,S0008884613000707_0,[],95.95
99.63,0.0019,0.003,0.1287,0.0017,0.0052,0.0208,0.0005,S0008884613000707_0_1_6_0,S0008884613000707_0,[],99.7918
52.1,11.0,4.32,0.07,0.26,0.63,0.19,0.0,S0008884613000732_0_1_1_0_MK,S0008884613000732_0,[1],68.57
38.85,24.52,19.63,10.52,0.22,1.17,1.2,0.47,S0008884613000732_0_2_1_0_FA,S0008884613000732_0,[0],96.58
42.88,51.09,1.18,1.54,0.37,0.66,0.57,0.79,S0008884613000732_0_3_1_0_AN,S0008884613000732_0,[],99.08
20.21,4.94,2.85,62.87,0.1,0.92,1.05,3.54,S0008884613000732_0_4_1_0_CEM,S0008884613000732_0,[],96.48
19.9,5.0,2.4,63.8,0.0,0.0,2.5,3.0,S0008884613000744_0_2_1_0_OPC,S0008884613000744_0,[],96.6
99.42,0.18,0.02,0.0,0.0,0.0,0.0,0.0,S0008884613000744_0_3_1_0_Jumunjin Sand,S0008884613000744_0,[],99.62
2.52,43.86,14.2,35.7,0.15,0.1,0.69,0.0,S0008884613000914_0_1_3_0_CAC,S0008884613000914_0,[],97.22
91.8,0.59,3.74,1.31,0.15,0.37,0.93,0.0,S0008884613000914_0_2_3_0_SF,S0008884613000914_0,[3],98.89
54.3,26.9,5.38,4.52,0.61,3.17,2.24,0.0,S0008884613000914_0_3_3_0_FA,S0008884613000914_0,[0],97.11999999999998
51.72,2.06,1.68,40.34,0.2,0.17,0.44,0.0,S0008884613000938_0_1_0_0,S0008884613000938_0,[],96.61
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0008884613000938_1_9_0_0,S0008884613000938_1,[],0.0
20.36,4.96,3.17,64.4,0.14,0.64,2.09,2.57,S0008884613001166_0_1_1_0_Weight (%),S0008884613001166_0,[],98.33
22.14,3.12,2.51,67.17,0.0,0.0,0.0,2.13,S0008884613001191_1_1_0_0,S0008884613001191_1,[],97.07
15.0,7.0,1.2,71.1,0.0,0.0,0.0,1.4,S0008884613001191_1_4_0_0,S0008884613001191_1,[],95.7
22.49,3.6,4.0,64.25,0.0,0.0,0.0,2.5,S0008884613001191_3_1_0_0,S0008884613001191_3,[],96.84
20.26,6.33,2.3,62.79,0.0,0.0,0.18,2.82,S0008884613001221_0_1_1_0_OPC1,S0008884613001221_0,[],94.68
54.32,25.22,7.01,3.11,0.0,0.0,1.69,0.01,S0008884613001221_0_2_1_0_FA2,S0008884613001221_0,[0],91.36
44.09,19.55,5.59,21.07,0.0,0.0,1.23,0.853,S0008884613001221_0_3_1_0_M3,S0008884613001221_0,[],92.383
19.61,4.87,3.48,61.03,0.51,1.11,2.83,3.81,S0008884613001312_0_1_1_0_High alkali CEM I,S0008884613001312_0,[],97.25
20.06,4.67,3.31,63.06,0.34,0.39,2.01,3.4,S0008884613001312_0_2_1_0_Low alkali CEM I,S0008884613001312_0,[],97.24
26.61,8.73,4.24,50.34,0.56,1.04,2.37,3.28,S0008884613001312_0_3_1_0_CEM II/A-V,S0008884613001312_0,[],97.17000000000004
21.1,4.8,3.5,62.9,0.2,1.2,2.6,2.8,S0008884613001324_0_1_1_0,S0008884613001324_0,[],99.1
19.61,4.87,3.48,61.03,0.51,1.11,2.83,3.81,S0008884613001348_0_1_1_0_High alkali CEM I,S0008884613001348_0,[],97.25
20.06,4.67,3.31,63.06,0.34,0.39,2.01,3.4,S0008884613001348_0_2_1_0_Low alkali CEM I,S0008884613001348_0,[],97.24
26.61,8.73,4.24,50.34,0.56,1.04,2.37,3.28,S0008884613001348_0_3_1_0_CEM II/A-V,S0008884613001348_0,[],97.17000000000004
21.35,4.64,3.31,62.6,0.21,0.54,3.08,2.25,S0008884613001385_1_1_0_0,S0008884613001385_1,[],97.98
24.5,2.2,0.3,69.4,0.2,0.1,0.6,2.0,S0008884613001397_0_1_1_0_CemA,S0008884613001397_0,[],99.3
20.6,4.4,2.5,63.6,0.2,0.9,1.8,2.8,S0008884613001397_0_2_1_0_CemC,S0008884613001397_0,[],96.8
35.5,12.0,0.8,41.8,0.2,0.3,6.7,1.9,S0008884613001397_0_3_1_0_Slag 01,S0008884613001397_0,[2],99.2
50.3,25.5,9.1,4.9,1.1,3.6,2.4,1.0,S0008884613001397_0_4_1_0_Fly ash 01,S0008884613001397_0,[0],97.9
62.9,24.9,5.2,0.1,0.2,1.3,1.0,0.0,S0008884613001427_0_1_1_0_FA,S0008884613001427_0,[0],95.6
33.8,13.7,0.4,42.6,0.1,0.4,5.3,0.0,S0008884613001427_0_1_2_0_GBFS,S0008884613001427_0,[2],96.3
18.93,4.22,3.17,64.84,0.14,0.0,1.58,2.84,S0008884613001439_0_2_1_0,S0008884613001439_0,[],95.72
8.6,6.1,8.3,66.0,0.8,0.0,0.6,3.7,S0008884613001439_0_2_3_0,S0008884613001439_0,[],94.1
20.2,4.7,3.3,62.9,0.0,0.0,2.7,3.3,S0008884613001440_0_1_1_0_OPC,S0008884613001440_0,[],97.1
29.2,17.7,5.48,30.1,2.16,0.31,7.65,3.41,S0008884613001440_0_1_2_0_FA1,S0008884613001440_0,[0],96.01
46.0,17.8,18.2,8.4,0.59,2.16,0.95,2.59,S0008884613001440_0_1_3_0_FA2,S0008884613001440_0,[0],96.69
53.5,25.2,7.2,1.46,0.49,3.51,1.43,0.32,S0008884613001440_0_1_4_0_FA3,S0008884613001440_0,[0],93.11
